Object,Filter,MJD,Flux,Error,Tel,Obs
fairall_9,u,58277.365417, 7.591, 0.015,1m005,lsc
fairall_9,u,58277.365417, 7.602, 0.015,1m005,lsc
fairall_9,u,58278.163237, 8.097, 0.017,1m012,cpt
fairall_9,u,58278.163237, 8.022, 0.017,1m012,cpt
fairall_9,u,58278.167215, 7.780, 0.016,1m012,cpt
fairall_9,u,58278.167215, 7.973, 0.016,1m012,cpt
fairall_9,u,58278.432630, 7.963, 0.074,1m005,lsc
fairall_9,u,58278.432630, 7.915, 0.074,1m005,lsc
fairall_9,u,58278.436597, 7.731, 0.063,1m005,lsc
fairall_9,u,58278.436597, 7.791, 0.063,1m005,lsc
fairall_9,u,58284.386214, 7.433, 0.014,1m005,lsc
fairall_9,u,58284.386214, 7.378, 0.014,1m005,lsc
fairall_9,u,58284.390183, 7.412, 0.014,1m005,lsc
fairall_9,u,58284.390183, 7.477, 0.014,1m005,lsc
fairall_9,u,58284.746877, 7.246, 0.015,1m003,coj
fairall_9,u,58284.746877, 7.326, 0.015,1m003,coj
fairall_9,u,58284.750849, 7.498, 0.020,1m003,coj
fairall_9,u,58284.750849, 7.404, 0.020,1m003,coj
fairall_9,u,58285.351587, 7.632, 0.029,1m004,lsc
fairall_9,u,58285.351587, 7.683, 0.029,1m004,lsc
fairall_9,u,58285.355563, 7.696, 0.029,1m004,lsc
fairall_9,u,58285.355563, 7.678, 0.029,1m004,lsc
fairall_9,u,58285.423945, 7.827, 0.027,1m004,lsc
fairall_9,u,58285.423945, 7.854, 0.027,1m004,lsc
fairall_9,u,58285.427911, 7.813, 0.027,1m004,lsc
fairall_9,u,58285.427911, 7.847, 0.027,1m004,lsc
fairall_9,u,58286.160472, 7.784, 0.026,1m012,cpt
fairall_9,u,58286.160472, 7.897, 0.026,1m012,cpt
fairall_9,u,58286.164436, 7.756, 0.023,1m012,cpt
fairall_9,u,58286.164436, 7.685, 0.023,1m012,cpt
fairall_9,u,58286.434647, 7.303, 0.013,1m005,lsc
fairall_9,u,58286.434647, 7.348, 0.013,1m005,lsc
fairall_9,u,58286.438618, 7.568, 0.014,1m005,lsc
fairall_9,u,58286.438618, 7.555, 0.014,1m005,lsc
fairall_9,u,58287.347764, 7.380, 0.014,1m005,lsc
fairall_9,u,58287.347764, 7.381, 0.014,1m005,lsc
fairall_9,u,58287.351740, 7.172, 0.014,1m005,lsc
fairall_9,u,58287.351740, 7.165, 0.014,1m005,lsc
fairall_9,u,58288.337693, 7.291, 0.014,1m005,lsc
fairall_9,u,58288.337693, 7.275, 0.014,1m005,lsc
fairall_9,u,58288.341670, 7.342, 0.015,1m005,lsc
fairall_9,u,58288.341670, 7.313, 0.015,1m005,lsc
fairall_9,u,58289.366280, 7.575, 0.027,1m004,lsc
fairall_9,u,58289.366280, 7.704, 0.027,1m004,lsc
fairall_9,u,58289.370268, 7.928, 0.028,1m004,lsc
fairall_9,u,58289.370268, 7.882, 0.028,1m004,lsc
fairall_9,u,58290.080902, 7.222, 0.017,1m010,cpt
fairall_9,u,58290.080902, 7.127, 0.017,1m010,cpt
fairall_9,u,58290.084866, 7.136, 0.017,1m010,cpt
fairall_9,u,58290.084866, 7.091, 0.017,1m010,cpt
fairall_9,u,58290.414038, 7.159, 0.014,1m005,lsc
fairall_9,u,58290.414038, 7.251, 0.014,1m005,lsc
fairall_9,u,58290.418008, 7.261, 0.014,1m005,lsc
fairall_9,u,58290.418008, 7.188, 0.014,1m005,lsc
fairall_9,u,58290.707542, 6.868, 0.012,1m011,coj
fairall_9,u,58290.707542, 6.902, 0.012,1m011,coj
fairall_9,u,58290.711522, 6.878, 0.012,1m011,coj
fairall_9,u,58290.711522, 6.917, 0.012,1m011,coj
fairall_9,u,58291.347629, 7.181, 0.014,1m005,lsc
fairall_9,u,58291.347629, 7.237, 0.015,1m005,lsc
fairall_9,u,58291.351605, 7.161, 0.015,1m005,lsc
fairall_9,u,58291.351605, 7.194, 0.015,1m005,lsc
fairall_9,u,58291.743756, 7.198, 0.012,1m011,coj
fairall_9,u,58291.743756, 7.249, 0.012,1m011,coj
fairall_9,u,58291.747721, 7.096, 0.012,1m011,coj
fairall_9,u,58291.747721, 7.043, 0.012,1m011,coj
fairall_9,u,58292.160784, 7.298, 0.017,1m010,cpt
fairall_9,u,58292.160784, 7.172, 0.017,1m010,cpt
fairall_9,u,58292.164748, 7.467, 0.018,1m010,cpt
fairall_9,u,58292.164748, 7.449, 0.018,1m010,cpt
fairall_9,u,58292.348141, 7.068, 0.014,1m005,lsc
fairall_9,u,58292.348141, 6.980, 0.013,1m005,lsc
fairall_9,u,58292.352111, 7.122, 0.014,1m005,lsc
fairall_9,u,58292.352111, 7.117, 0.014,1m005,lsc
fairall_9,u,58293.323814, 7.388, 0.036,1m005,lsc
fairall_9,u,58293.323814, 7.396, 0.036,1m005,lsc
fairall_9,u,58293.327778, 7.158, 0.026,1m005,lsc
fairall_9,u,58293.327778, 7.267, 0.027,1m005,lsc
fairall_9,u,58294.160341, 7.388, 0.028,1m010,cpt
fairall_9,u,58294.160341, 7.381, 0.028,1m010,cpt
fairall_9,u,58294.164311, 7.290, 0.028,1m010,cpt
fairall_9,u,58294.164311, 7.278, 0.028,1m010,cpt
fairall_9,u,58294.731970, 7.029, 0.015,1m003,coj
fairall_9,u,58294.731970, 7.028, 0.015,1m003,coj
fairall_9,u,58294.735949, 7.097, 0.015,1m003,coj
fairall_9,u,58294.735949, 7.038, 0.014,1m003,coj
fairall_9,u,58295.063097, 6.850, 0.031,1m010,cpt
fairall_9,u,58295.063097, 6.875, 0.031,1m010,cpt
fairall_9,u,58295.067073, 7.037, 0.031,1m010,cpt
fairall_9,u,58295.067073, 6.984, 0.031,1m010,cpt
fairall_9,u,58295.305752, 7.183, 0.020,1m005,lsc
fairall_9,u,58295.305752, 7.156, 0.020,1m005,lsc
fairall_9,u,58295.309718, 7.384, 0.020,1m005,lsc
fairall_9,u,58295.309718, 7.463, 0.020,1m005,lsc
fairall_9,u,58295.809085, 7.178, 0.020,1m003,coj
fairall_9,u,58295.809085, 7.154, 0.019,1m003,coj
fairall_9,u,58295.813067, 7.051, 0.016,1m003,coj
fairall_9,u,58295.813067, 6.996, 0.016,1m003,coj
fairall_9,u,58296.183390, 7.153, 0.016,1m012,cpt
fairall_9,u,58296.183390, 7.164, 0.016,1m012,cpt
fairall_9,u,58296.187354, 7.124, 0.016,1m012,cpt
fairall_9,u,58296.187354, 7.188, 0.016,1m012,cpt
fairall_9,u,58297.048685, 7.039, 0.026,1m012,cpt
fairall_9,u,58297.048685, 7.121, 0.026,1m012,cpt
fairall_9,u,58297.052655, 7.119, 0.026,1m012,cpt
fairall_9,u,58297.052655, 7.147, 0.026,1m012,cpt
fairall_9,u,58297.720224, 6.804, 0.017,1m011,coj
fairall_9,u,58297.720224, 6.804, 0.017,1m011,coj
fairall_9,u,58297.724207, 6.840, 0.017,1m011,coj
fairall_9,u,58297.724207, 6.758, 0.016,1m011,coj
fairall_9,u,58298.181751, 7.076, 0.020,1m012,cpt
fairall_9,u,58298.181751, 7.201, 0.020,1m012,cpt
fairall_9,u,58298.185724, 7.087, 0.019,1m012,cpt
fairall_9,u,58298.185724, 7.070, 0.019,1m012,cpt
fairall_9,u,58298.325935, 7.025, 0.020,1m005,lsc
fairall_9,u,58298.325935, 7.033, 0.020,1m005,lsc
fairall_9,u,58298.329911, 7.316, 0.021,1m005,lsc
fairall_9,u,58298.329911, 7.326, 0.021,1m005,lsc
fairall_9,u,58299.435388, 7.248, 0.022,1m005,lsc
fairall_9,u,58299.435388, 7.235, 0.022,1m005,lsc
fairall_9,u,58299.439366, 6.988, 0.024,1m005,lsc
fairall_9,u,58299.439366, 7.052, 0.024,1m005,lsc
fairall_9,u,58299.795803, 6.873, 0.088,1m003,coj
fairall_9,u,58299.795803, 6.990, 0.089,1m003,coj
fairall_9,u,58299.799786, 6.849, 0.125,1m003,coj
fairall_9,u,58299.799786, 7.115, 0.129,1m003,coj
fairall_9,u,58300.356047, 7.164, 0.018,1m005,lsc
fairall_9,u,58300.356047, 7.179, 0.018,1m005,lsc
fairall_9,u,58300.360016, 7.190, 0.018,1m005,lsc
fairall_9,u,58300.360016, 7.162, 0.018,1m005,lsc
fairall_9,u,58301.385691, 7.070, 0.017,1m005,lsc
fairall_9,u,58301.385691, 7.052, 0.017,1m005,lsc
fairall_9,u,58301.389655, 7.193, 0.017,1m005,lsc
fairall_9,u,58301.389655, 7.098, 0.017,1m005,lsc
fairall_9,u,58301.825069, 6.966, 0.013,1m003,coj
fairall_9,u,58301.825069, 6.941, 0.013,1m003,coj
fairall_9,u,58301.829042, 6.899, 0.013,1m003,coj
fairall_9,u,58301.829042, 6.848, 0.013,1m003,coj
fairall_9,u,58302.698972, 6.950, 0.015,1m003,coj
fairall_9,u,58302.698972, 6.935, 0.015,1m003,coj
fairall_9,u,58302.702937, 6.934, 0.015,1m003,coj
fairall_9,u,58302.702937, 6.863, 0.014,1m003,coj
fairall_9,u,58302.785280, 6.513, 0.113,1m011,coj
fairall_9,u,58302.785280, 6.680, 0.115,1m011,coj
fairall_9,u,58302.789264, 6.642, 0.028,1m011,coj
fairall_9,u,58302.789264, 6.616, 0.028,1m011,coj
fairall_9,u,58303.103990, 6.971, 0.018,1m010,cpt
fairall_9,u,58303.103990, 7.002, 0.018,1m010,cpt
fairall_9,u,58303.107961, 6.809, 0.018,1m010,cpt
fairall_9,u,58303.107961, 6.814, 0.018,1m010,cpt
fairall_9,u,58303.756517, 6.740, 0.013,1m003,coj
fairall_9,u,58303.756517, 6.760, 0.013,1m003,coj
fairall_9,u,58304.177208, 6.684, 0.016,1m010,cpt
fairall_9,u,58304.177208, 6.733, 0.016,1m010,cpt
fairall_9,u,58304.181172, 6.642, 0.016,1m010,cpt
fairall_9,u,58304.181172, 6.689, 0.016,1m010,cpt
fairall_9,u,58305.125623, 6.826, 0.016,1m010,cpt
fairall_9,u,58305.125623, 6.920, 0.016,1m010,cpt
fairall_9,u,58305.129594, 6.848, 0.016,1m010,cpt
fairall_9,u,58305.129594, 6.889, 0.016,1m010,cpt
fairall_9,u,58305.184621, 6.864, 0.015,1m012,cpt
fairall_9,u,58305.184621, 6.752, 0.014,1m012,cpt
fairall_9,u,58305.188596, 6.989, 0.015,1m012,cpt
fairall_9,u,58305.188596, 6.982, 0.015,1m012,cpt
fairall_9,u,58305.820515, 6.760, 0.012,1m011,coj
fairall_9,u,58305.820515, 6.820, 0.012,1m011,coj
fairall_9,u,58305.824487, 6.775, 0.012,1m011,coj
fairall_9,u,58305.824487, 6.751, 0.012,1m011,coj
fairall_9,u,58306.094001, 6.836, 0.017,1m010,cpt
fairall_9,u,58306.094001, 6.855, 0.017,1m010,cpt
fairall_9,u,58306.097970, 6.865, 0.017,1m010,cpt
fairall_9,u,58306.097970, 6.872, 0.017,1m010,cpt
fairall_9,u,58306.389158, 6.689, 0.013,1m005,lsc
fairall_9,u,58306.389158, 6.709, 0.013,1m005,lsc
fairall_9,u,58306.393124, 6.642, 0.013,1m005,lsc
fairall_9,u,58306.393124, 6.631, 0.013,1m005,lsc
fairall_9,u,58307.177978, 6.756, 0.015,1m012,cpt
fairall_9,u,58307.177978, 6.787, 0.015,1m012,cpt
fairall_9,u,58307.434128, 6.576, 0.013,1m005,lsc
fairall_9,u,58307.434128, 6.564, 0.013,1m005,lsc
fairall_9,u,58307.438092, 6.569, 0.013,1m005,lsc
fairall_9,u,58307.438092, 6.596, 0.013,1m005,lsc
fairall_9,u,58308.385301, 6.474, 0.012,1m005,lsc
fairall_9,u,58308.385301, 6.506, 0.013,1m005,lsc
fairall_9,u,58308.389272, 6.601, 0.013,1m005,lsc
fairall_9,u,58308.389272, 6.598, 0.013,1m005,lsc
fairall_9,u,58308.733438, 6.380, 0.012,1m003,coj
fairall_9,u,58308.733438, 6.405, 0.012,1m003,coj
fairall_9,u,58308.737416, 6.412, 0.012,1m003,coj
fairall_9,u,58308.737416, 6.463, 0.012,1m003,coj
fairall_9,u,58308.793664, 6.316, 0.010,1m011,coj
fairall_9,u,58308.793664, 6.292, 0.010,1m011,coj
fairall_9,u,58308.797630, 6.313, 0.010,1m011,coj
fairall_9,u,58308.797630, 6.303, 0.010,1m011,coj
fairall_9,u,58309.424409, 6.491, 0.012,1m005,lsc
fairall_9,u,58309.424409, 6.433, 0.012,1m005,lsc
fairall_9,u,58309.428378, 6.399, 0.012,1m005,lsc
fairall_9,u,58309.428378, 6.478, 0.012,1m005,lsc
fairall_9,u,58309.765057, 6.235, 0.010,1m011,coj
fairall_9,u,58309.765057, 6.212, 0.010,1m011,coj
fairall_9,u,58309.769026, 6.242, 0.010,1m011,coj
fairall_9,u,58309.769026, 6.177, 0.010,1m011,coj
fairall_9,u,58310.424367, 6.353, 0.012,1m005,lsc
fairall_9,u,58310.424367, 6.355, 0.012,1m005,lsc
fairall_9,u,58310.428331, 6.331, 0.012,1m005,lsc
fairall_9,u,58310.428331, 6.372, 0.012,1m005,lsc
fairall_9,u,58310.757258, 6.181, 0.011,1m003,coj
fairall_9,u,58310.757258, 6.224, 0.011,1m003,coj
fairall_9,u,58311.281508, 6.282, 0.014,1m005,lsc
fairall_9,u,58311.281508, 6.270, 0.014,1m005,lsc
fairall_9,u,58311.285483, 6.294, 0.013,1m005,lsc
fairall_9,u,58311.285483, 6.317, 0.014,1m005,lsc
fairall_9,u,58311.661324, 6.034, 0.012,1m011,coj
fairall_9,u,58311.661324, 6.104, 0.012,1m011,coj
fairall_9,u,58311.665303, 6.076, 0.012,1m011,coj
fairall_9,u,58311.665303, 6.102, 0.012,1m011,coj
fairall_9,u,58311.793508, 6.075, 0.010,1m011,coj
fairall_9,u,58311.793508, 6.001, 0.010,1m011,coj
fairall_9,u,58311.797476, 6.070, 0.010,1m011,coj
fairall_9,u,58311.797476, 6.109, 0.010,1m011,coj
fairall_9,u,58312.423855, 6.221, 0.012,1m005,lsc
fairall_9,u,58312.423855, 6.278, 0.012,1m005,lsc
fairall_9,u,58312.427832, 6.368, 0.012,1m005,lsc
fairall_9,u,58312.427832, 6.296, 0.012,1m005,lsc
fairall_9,u,58312.753253, 6.085, 0.011,1m011,coj
fairall_9,u,58312.753253, 6.066, 0.010,1m011,coj
fairall_9,u,58312.757229, 6.033, 0.010,1m011,coj
fairall_9,u,58312.757229, 6.035, 0.010,1m011,coj
fairall_9,u,58312.798879, 6.075, 0.010,1m011,coj
fairall_9,u,58312.798879, 6.023, 0.010,1m011,coj
fairall_9,u,58312.802862, 6.137, 0.010,1m011,coj
fairall_9,u,58312.802862, 6.047, 0.010,1m011,coj
fairall_9,u,58313.427377, 6.292, 0.012,1m005,lsc
fairall_9,u,58313.427377, 6.275, 0.012,1m005,lsc
fairall_9,u,58313.431343, 6.154, 0.012,1m005,lsc
fairall_9,u,58313.431343, 6.213, 0.012,1m005,lsc
fairall_9,u,58313.753072, 6.052, 0.010,1m003,coj
fairall_9,u,58313.753072, 6.071, 0.011,1m003,coj
fairall_9,u,58313.757048, 6.024, 0.010,1m003,coj
fairall_9,u,58313.757048, 6.067, 0.010,1m003,coj
fairall_9,u,58313.816228, 6.028, 0.010,1m011,coj
fairall_9,u,58313.816228, 5.973, 0.010,1m011,coj
fairall_9,u,58313.820195, 6.131, 0.010,1m011,coj
fairall_9,u,58313.820195, 6.064, 0.010,1m011,coj
fairall_9,u,58314.788435, 6.086, 0.010,1m003,coj
fairall_9,u,58314.788435, 6.140, 0.011,1m003,coj
fairall_9,u,58314.792413, 6.108, 0.010,1m003,coj
fairall_9,u,58314.792413, 6.108, 0.010,1m003,coj
fairall_9,u,58315.137716, 6.885, 0.152,1m012,cpt
fairall_9,u,58315.137716, 7.086, 0.157,1m012,cpt
fairall_9,u,58315.816263, 5.970, 0.010,1m011,coj
fairall_9,u,58315.816263, 5.924, 0.010,1m011,coj
fairall_9,u,58315.820238, 6.003, 0.010,1m011,coj
fairall_9,u,58315.820238, 5.943, 0.010,1m011,coj
fairall_9,u,58316.749398, 6.119, 0.011,1m003,coj
fairall_9,u,58316.749398, 6.085, 0.011,1m003,coj
fairall_9,u,58316.767046, 5.954, 0.011,1m003,coj
fairall_9,u,58316.767046, 6.028, 0.011,1m003,coj
fairall_9,u,58316.771011, 5.948, 0.011,1m003,coj
fairall_9,u,58316.771011, 5.968, 0.011,1m003,coj
fairall_9,u,58317.653868, 5.843, 0.011,1m011,coj
fairall_9,u,58317.653868, 5.786, 0.011,1m011,coj
fairall_9,u,58317.657848, 5.824, 0.011,1m011,coj
fairall_9,u,58317.657848, 5.834, 0.011,1m011,coj
fairall_9,u,58317.686838, 5.920, 0.010,1m011,coj
fairall_9,u,58317.686838, 5.890, 0.010,1m011,coj
fairall_9,u,58317.690804, 5.942, 0.010,1m011,coj
fairall_9,u,58317.690804, 5.922, 0.010,1m011,coj
fairall_9,u,58318.261773, 5.990, 0.013,1m005,lsc
fairall_9,u,58318.261773, 6.005, 0.013,1m005,lsc
fairall_9,u,58318.265741, 5.956, 0.013,1m005,lsc
fairall_9,u,58318.265741, 5.958, 0.013,1m005,lsc
fairall_9,u,58318.422888, 6.098, 0.012,1m005,lsc
fairall_9,u,58318.422888, 6.014, 0.012,1m005,lsc
fairall_9,u,58318.426868, 6.029, 0.012,1m005,lsc
fairall_9,u,58318.426868, 6.103, 0.012,1m005,lsc
fairall_9,u,58319.172580, 6.184, 0.015,1m012,cpt
fairall_9,u,58319.172580, 6.178, 0.015,1m012,cpt
fairall_9,u,58319.176544, 6.212, 0.015,1m012,cpt
fairall_9,u,58319.176544, 6.189, 0.015,1m012,cpt
fairall_9,u,58319.412072, 6.409, 0.014,1m005,lsc
fairall_9,u,58319.412072, 6.325, 0.014,1m005,lsc
fairall_9,u,58319.416047, 6.242, 0.015,1m005,lsc
fairall_9,u,58319.416047, 6.296, 0.015,1m005,lsc
fairall_9,u,58319.779158, 5.997, 0.011,1m003,coj
fairall_9,u,58319.779158, 5.972, 0.011,1m003,coj
fairall_9,u,58319.783244, 5.938, 0.011,1m003,coj
fairall_9,u,58319.783244, 5.949, 0.011,1m003,coj
fairall_9,u,58320.172901, 6.139, 0.014,1m012,cpt
fairall_9,u,58320.172901, 6.243, 0.014,1m012,cpt
fairall_9,u,58320.176886, 6.194, 0.014,1m012,cpt
fairall_9,u,58320.176886, 6.153, 0.014,1m012,cpt
fairall_9,u,58320.290265, 5.969, 0.013,1m005,lsc
fairall_9,u,58320.290265, 5.994, 0.013,1m005,lsc
fairall_9,u,58320.294237, 6.110, 0.013,1m005,lsc
fairall_9,u,58320.294237, 6.052, 0.013,1m005,lsc
fairall_9,u,58320.781480, 5.859, 0.010,1m003,coj
fairall_9,u,58320.781480, 5.843, 0.010,1m003,coj
fairall_9,u,58320.785462, 5.913, 0.011,1m003,coj
fairall_9,u,58320.785462, 5.942, 0.011,1m003,coj
fairall_9,u,58321.251666, 6.327, 0.044,1m005,lsc
fairall_9,u,58321.251666, 6.352, 0.044,1m005,lsc
fairall_9,u,58321.255630, 6.228, 0.039,1m005,lsc
fairall_9,u,58321.255630, 6.199, 0.039,1m005,lsc
fairall_9,u,58321.395483, 6.305, 0.053,1m005,lsc
fairall_9,u,58321.395483, 6.328, 0.053,1m005,lsc
fairall_9,u,58321.399454, 6.201, 0.037,1m005,lsc
fairall_9,u,58321.399454, 6.260, 0.038,1m005,lsc
fairall_9,u,58321.783051, 5.750, 0.010,1m011,coj
fairall_9,u,58321.783051, 5.674, 0.010,1m011,coj
fairall_9,u,58321.787018, 5.732, 0.010,1m011,coj
fairall_9,u,58321.787018, 5.707, 0.010,1m011,coj
fairall_9,u,58322.121786, 5.831, 0.015,1m010,cpt
fairall_9,u,58322.121786, 5.800, 0.014,1m010,cpt
fairall_9,u,58322.125759, 5.818, 0.014,1m010,cpt
fairall_9,u,58322.125759, 5.897, 0.015,1m010,cpt
fairall_9,u,58322.350800, 5.983, 0.042,1m004,lsc
fairall_9,u,58322.350800, 6.043, 0.043,1m004,lsc
fairall_9,u,58322.354772, 6.182, 0.039,1m004,lsc
fairall_9,u,58322.354772, 6.112, 0.039,1m004,lsc
fairall_9,u,58322.807333, 5.961, 0.020,1m003,coj
fairall_9,u,58322.807333, 5.992, 0.020,1m003,coj
fairall_9,u,58322.811304, 5.809, 0.012,1m003,coj
fairall_9,u,58322.811304, 5.784, 0.012,1m003,coj
fairall_9,u,58323.163371, 6.010, 0.016,1m010,cpt
fairall_9,u,58323.163371, 5.990, 0.016,1m010,cpt
fairall_9,u,58323.167344, 5.950, 0.016,1m010,cpt
fairall_9,u,58323.167344, 5.856, 0.016,1m010,cpt
fairall_9,u,58323.357928, 5.971, 0.012,1m005,lsc
fairall_9,u,58323.357928, 5.943, 0.012,1m005,lsc
fairall_9,u,58323.361895, 5.939, 0.012,1m005,lsc
fairall_9,u,58323.361895, 5.878, 0.012,1m005,lsc
fairall_9,u,58323.979004, 5.860, 0.026,1m010,cpt
fairall_9,u,58323.979004, 5.861, 0.026,1m010,cpt
fairall_9,u,58323.982974, 5.905, 0.025,1m010,cpt
fairall_9,u,58323.982974, 5.939, 0.025,1m010,cpt
fairall_9,u,58324.081794, 6.076, 0.019,1m010,cpt
fairall_9,u,58324.081794, 5.958, 0.018,1m010,cpt
fairall_9,u,58324.085766, 6.031, 0.024,1m010,cpt
fairall_9,u,58324.085766, 5.941, 0.024,1m010,cpt
fairall_9,u,58324.670846, 5.830, 0.014,1m003,coj
fairall_9,u,58324.670846, 5.802, 0.013,1m003,coj
fairall_9,u,58324.674822, 5.672, 0.013,1m003,coj
fairall_9,u,58324.674822, 5.716, 0.013,1m003,coj
fairall_9,u,58324.780435, 5.708, 0.011,1m003,coj
fairall_9,u,58324.780435, 5.763, 0.011,1m003,coj
fairall_9,u,58324.784412, 5.829, 0.011,1m003,coj
fairall_9,u,58324.784412, 5.773, 0.011,1m003,coj
fairall_9,u,58325.312706, 5.920, 0.019,1m005,lsc
fairall_9,u,58325.312706, 5.911, 0.019,1m005,lsc
fairall_9,u,58325.316678, 6.003, 0.016,1m005,lsc
fairall_9,u,58325.316678, 6.014, 0.016,1m005,lsc
fairall_9,u,58325.792900, 5.792, 0.012,1m011,coj
fairall_9,u,58325.792900, 5.767, 0.012,1m011,coj
fairall_9,u,58325.796866, 5.695, 0.023,1m011,coj
fairall_9,u,58325.796866, 5.612, 0.022,1m011,coj
fairall_9,u,58328.311082, 5.983, 0.030,1m004,lsc
fairall_9,u,58328.311082, 5.967, 0.030,1m004,lsc
fairall_9,u,58328.315054, 5.915, 0.029,1m004,lsc
fairall_9,u,58328.315054, 5.936, 0.030,1m004,lsc
fairall_9,u,58328.781890, 5.727, 0.012,1m011,coj
fairall_9,u,58328.781890, 5.690, 0.012,1m011,coj
fairall_9,u,58328.785867, 5.796, 0.013,1m011,coj
fairall_9,u,58328.785867, 5.766, 0.012,1m011,coj
fairall_9,u,58329.231513, 5.670, 0.016,1m005,lsc
fairall_9,u,58329.231513, 5.789, 0.017,1m005,lsc
fairall_9,u,58329.235483, 5.854, 0.016,1m005,lsc
fairall_9,u,58329.235483, 5.877, 0.017,1m005,lsc
fairall_9,u,58329.612193, 5.323, 0.015,1m011,coj
fairall_9,u,58329.612193, 5.425, 0.015,1m011,coj
fairall_9,u,58329.616162, 5.668, 0.018,1m011,coj
fairall_9,u,58329.616162, 5.580, 0.018,1m011,coj
fairall_9,u,58330.114428, 6.003, 0.020,1m012,cpt
fairall_9,u,58330.114428, 6.052, 0.020,1m012,cpt
fairall_9,u,58330.118397, 6.122, 0.020,1m012,cpt
fairall_9,u,58330.118397, 6.054, 0.019,1m012,cpt
fairall_9,u,58330.168521, 6.016, 0.020,1m012,cpt
fairall_9,u,58330.168521, 6.023, 0.020,1m012,cpt
fairall_9,u,58330.172487, 6.179, 0.020,1m012,cpt
fairall_9,u,58330.172487, 6.179, 0.020,1m012,cpt
fairall_9,u,58331.302939, 5.789, 0.013,1m005,lsc
fairall_9,u,58331.302939, 5.780, 0.013,1m005,lsc
fairall_9,u,58331.306903, 5.754, 0.013,1m005,lsc
fairall_9,u,58331.306903, 5.689, 0.013,1m005,lsc
fairall_9,u,58331.697180, 5.668, 0.011,1m003,coj
fairall_9,u,58331.697180, 5.679, 0.011,1m003,coj
fairall_9,u,58331.701160, 5.764, 0.012,1m003,coj
fairall_9,u,58331.701160, 5.742, 0.012,1m003,coj
fairall_9,u,58332.128433, 6.058, 0.016,1m012,cpt
fairall_9,u,58332.128433, 6.100, 0.016,1m012,cpt
fairall_9,u,58332.960839, 6.074, 0.017,1m012,cpt
fairall_9,u,58332.960839, 6.076, 0.017,1m012,cpt
fairall_9,u,58332.964808, 6.115, 0.017,1m012,cpt
fairall_9,u,58332.964808, 6.135, 0.017,1m012,cpt
fairall_9,u,58333.383982, 6.015, 0.042,1m005,lsc
fairall_9,u,58333.383982, 6.021, 0.042,1m005,lsc
fairall_9,u,58333.387951, 6.034, 0.054,1m005,lsc
fairall_9,u,58333.387951, 5.947, 0.053,1m005,lsc
fairall_9,u,58334.163479, 6.165, 0.015,1m012,cpt
fairall_9,u,58334.163479, 6.221, 0.015,1m012,cpt
fairall_9,u,58334.167447, 6.064, 0.015,1m012,cpt
fairall_9,u,58334.167447, 6.136, 0.015,1m012,cpt
fairall_9,u,58334.404958, 5.802, 0.011,1m005,lsc
fairall_9,u,58334.404958, 5.862, 0.011,1m005,lsc
fairall_9,u,58334.408935, 5.847, 0.011,1m005,lsc
fairall_9,u,58334.408935, 5.811, 0.011,1m005,lsc
fairall_9,u,58334.784224, 5.703, 0.010,1m011,coj
fairall_9,u,58334.784224, 5.695, 0.010,1m011,coj
fairall_9,u,58334.788202, 5.693, 0.010,1m011,coj
fairall_9,u,58334.788202, 5.753, 0.010,1m011,coj
